,choice,college,hsg2,coml5,type1,type2,type3,type4,type5,type6,fuel1,fuel2,fuel3,fuel4,fuel5,fuel6,price1,price2,price3,price4,price5,price6,speed1,speed2,speed3,speed4,speed5,speed6,pollution1,pollution2,pollution3,pollution4,pollution5,pollution6,size1,size2,size3,size4,size5,size6
75,choice1,0,0,0,truck,regcar,truck,van,truck,stwagon,cng,cng,electric,electric,gasoline,gasoline,3.0350346,3.0350346,3.586859,3.586859,4.1386835,4.1386835,95,95,110,110,140,140,0.25,0.25,0.6,0.6,1,1,2,2,3,3,1,1
76,choice5,1,1,0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,4.4965252,4.4965252,5.1388859,5.1388859,3.5329841,3.5329841,85,85,85,85,95,95,0,0,0.25,0.25,0.5,0.5,3,3,2,2,3,3
77,choice5,1,0,0,sportcar,truck,sportcar,sportuv,sportcar,regcar,methanol,methanol,cng,cng,gasoline,gasoline,5.9352428,5.9352428,6.6474719,6.6474719,8.3093399,8.3093399,100,100,85,85,110,110,0,0,0.25,0.25,1,1,0,0,1,1,2,2
78,choice3,1,0,1,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,10.91864,10.91864,8.4371306,8.4371306,9.4297342,9.4297342,55,55,110,110,140,140,0,0,0.75,0.75,0.25,0.25,3,3,3,3,2,2
79,choice1,1,1,1,van,regcar,van,stwagon,van,truck,methanol,methanol,cng,cng,electric,electric,6.0593618,6.0593618,4.2920479,4.2920479,4.7969948,4.7969948,85,85,140,140,85,85,0,0,0.25,0.25,0.6,0.6,2,2,3,3,3,3
80,choice5,1,0,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,3.0296809,3.0296809,3.2821543,3.2821543,3.7871011,3.7871011,55,55,95,95,110,110,0,0,0.1,0.1,0.4,0.4,3,3,2,2,3,3
81,choice5,0,0,1,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,3.5787111,3.5787111,3.8343333,3.8343333,2.8118444,2.8118444,85,85,140,140,95,95,0,0,0.4,0.4,0.25,0.25,2,2,3,3,1,1
82,choice5,1,0,1,truck,stwagon,truck,regcar,truck,van,methanol,methanol,electric,electric,gasoline,gasoline,3.8541644,3.8541644,4.8177056,4.8177056,5.1388859,5.1388859,100,100,95,95,110,110,0,0,0.25,0.25,0.5,0.5,3,3,1,1,2,2
83,choice5,1,0,1,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,6.0700691,6.0700691,6.3459814,6.3459814,5.2423324,5.2423324,65,65,110,110,85,85,0,0,0.4,0.4,0.25,0.25,3,3,3,3,2,2
84,choice5,1,0,0,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,5.4600663,5.4600663,6.102427,6.102427,7.3871485,7.3871485,55,55,95,95,140,140,0,0,0.1,0.1,0.75,0.75,3,3,1,1,2,2
85,choice5,1,0,0,truck,regcar,truck,van,truck,stwagon,cng,cng,electric,electric,gasoline,gasoline,3.0350346,3.0350346,3.586859,3.586859,4.1386835,4.1386835,110,110,140,140,85,85,0.4,0.4,0.75,0.75,0.25,0.25,2,2,3,3,1,1
86,choice4,1,0,0,truck,regcar,truck,van,truck,stwagon,cng,cng,electric,electric,gasoline,gasoline,8.0791491,8.0791491,8.8365693,8.8365693,6.3118352,6.3118352,95,95,110,110,140,140,0.25,0.25,0.6,0.6,1,1,3,3,3,3,2,2
87,choice4,1,1,1,truck,stwagon,truck,regcar,truck,van,methanol,methanol,electric,electric,gasoline,gasoline,5.554415,5.554415,4.2920479,4.2920479,4.7969948,4.7969948,100,100,95,95,110,110,0,0,0.6,0.6,1,1,2,2,3,3,3,3
88,choice4,0,0,0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,5.4600663,5.4600663,4.1753448,4.1753448,4.8177056,4.8177056,85,85,85,85,95,95,0,0,0.25,0.25,0.5,0.5,3,3,2,2,3,3
89,choice5,1,0,0,van,regcar,van,stwagon,van,truck,cng,cng,electric,electric,gasoline,gasoline,4.8177056,4.8177056,5.1388859,5.1388859,3.5329841,3.5329841,110,110,140,140,85,85,0.25,0.25,0.6,0.6,1,1,3,3,3,3,2,2
90,choice3,1,1,0,van,regcar,van,stwagon,van,truck,cng,cng,electric,electric,gasoline,gasoline,5.2423324,5.2423324,5.7941569,5.7941569,6.3459814,6.3459814,85,85,95,95,110,110,0.1,0.1,0.4,0.4,0.75,0.75,2,2,3,3,3,3
91,choice6,1,1,0,van,regcar,van,stwagon,van,truck,cng,cng,electric,electric,gasoline,gasoline,5.4604234,5.4604234,4.0359651,4.0359651,4.5107845,4.5107845,85,85,95,95,110,110,0.1,0.1,0.4,0.4,0.75,0.75,2,2,3,3,3,3
92,choice5,1,0,0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,5.2423324,5.2423324,6.3459814,6.3459814,4.690508,4.690508,100,100,95,95,110,110,0,0,0.25,0.25,0.5,0.5,3,3,2,2,3,3
93,choice4,0,1,1,sportuv,truck,sportuv,sportcar,sportuv,regcar,methanol,methanol,cng,cng,gasoline,gasoline,1.9313856,1.9313856,1.9313856,1.9313856,2.7591223,2.7591223,85,85,140,140,95,95,0,0,0.6,0.6,0.5,0.5,3,3,2,2,3,3
94,choice5,0,0,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,4.8177056,4.8177056,5.1388859,5.1388859,3.5329841,3.5329841,55,55,95,95,110,110,0,0,0.1,0.1,0.4,0.4,3,3,2,2,3,3
95,choice4,0,0,0,truck,regcar,truck,van,truck,stwagon,cng,cng,electric,electric,gasoline,gasoline,1.9313856,1.9313856,2.4832101,2.4832101,2.7591223,2.7591223,85,85,95,95,110,110,0.6,0.6,0.25,0.25,0.5,0.5,3,3,2,2,3,3
96,choice3,1,0,1,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,4.690508,4.690508,5.2423324,5.2423324,6.3459814,6.3459814,65,65,110,110,85,85,0,0,0.1,0.1,0.75,0.75,3,3,2,2,3,3
97,choice5,1,1,1,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,3.7871011,3.7871011,4.0395745,4.0395745,3.2821543,3.2821543,65,65,110,110,85,85,0,0,0.6,0.6,0.5,0.5,3,3,2,2,3,3
98,choice6,1,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,3.7871011,3.7871011,4.0395745,4.0395745,2.7772075,2.7772075,85,85,95,95,110,110,0.1,0.1,0.4,0.4,0.75,0.75,2,2,3,3,3,3
99,choice5,0,0,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,3.0674666,3.0674666,3.3230888,3.3230888,3.8343333,3.8343333,85,85,140,140,85,85,0,0,0.6,0.6,0.25,0.25,3,3,3,3,2,2
100,choice3,1,0,1,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,4.4965252,4.4965252,4.8177056,4.8177056,3.5329841,3.5329841,65,65,110,110,85,85,0,0,0.1,0.1,0.75,0.75,3,3,2,2,3,3
101,choice6,0,1,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,1.1181583,1.1181583,1.1181583,1.1181583,0.67089498,0.67089498,65,65,110,110,140,140,0,0,0.1,0.1,0.4,0.4,3,3,2,2,3,3
102,choice5,0,0,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,4.4965252,4.4965252,4.8177056,4.8177056,5.1388859,5.1388859,100,100,85,85,95,95,0,0,0.25,0.25,0.6,0.6,2,2,3,3,3,3
103,choice5,1,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,6.3864157,6.3864157,6.9851422,6.9851422,4.9893873,4.9893873,95,95,110,110,140,140,0.25,0.25,0.6,0.6,1,1,3,3,3,3,2,2
104,choice3,0,0,1,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,4.4965252,4.4965252,4.8177056,4.8177056,3.5329841,3.5329841,100,100,85,85,110,110,0,0,0.25,0.25,1,1,1,1,2,2,3,3
105,choice5,1,0,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,3.5346277,3.5346277,3.7871011,3.7871011,4.0395745,4.0395745,85,85,140,140,85,85,0,0,0.4,0.4,0.75,0.75,3,3,3,3,2,2
106,choice2,1,0,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,4.8177056,4.8177056,5.1388859,5.1388859,3.5329841,3.5329841,65,65,110,110,140,140,0,0,0.6,0.6,0.25,0.25,3,3,3,3,2,2
107,choice3,1,0,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,6.6218936,6.6218936,4.690508,4.690508,5.2423324,5.2423324,65,65,110,110,140,140,0,0,0.6,0.6,0.25,0.25,2,2,3,3,1,1
108,choice3,1,0,1,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,7.7083289,7.7083289,5.4600663,5.4600663,6.7447878,6.7447878,65,65,110,110,85,85,0,0,0.6,0.6,0.5,0.5,3,3,2,2,3,3
109,choice3,1,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,3.586859,3.586859,4.1386835,4.1386835,4.4145957,4.4145957,95,95,110,110,140,140,0.25,0.25,0.6,0.6,1,1,3,3,3,3,2,2
110,choice1,1,0,0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,6.9851422,6.9851422,4.9893873,4.9893873,5.5881138,5.5881138,55,55,95,95,110,110,0,0,0.1,0.1,0.4,0.4,3,3,2,2,3,3
111,choice5,1,0,0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,5.6978331,5.6978331,4.5107845,4.5107845,4.985604,4.985604,55,55,110,110,140,140,0,0,0.6,0.6,1,1,2,2,3,3,3,3
112,choice5,1,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,3.7871011,3.7871011,4.0395745,4.0395745,2.7772075,2.7772075,110,110,140,140,85,85,0.25,0.25,0.6,0.6,1,1,3,3,3,3,2,2
113,choice2,0,1,1,truck,van,truck,stwagon,truck,regcar,methanol,methanol,cng,cng,gasoline,gasoline,3.9704144,3.9704144,4.4667162,4.4667162,2.9778108,2.9778108,100,100,85,85,110,110,0,0,0.4,0.4,0.25,0.25,3,3,3,3,2,2
114,choice5,1,0,1,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,6.102427,6.102427,6.7447878,6.7447878,5.4600663,5.4600663,55,55,95,95,140,140,0,0,0.6,0.6,0.5,0.5,3,3,2,2,3,3
115,choice1,1,0,0,sportuv,regcar,sportuv,truck,sportuv,sportcar,cng,cng,electric,electric,gasoline,gasoline,5.4600663,5.4600663,6.102427,6.102427,6.7447878,6.7447878,140,140,85,85,95,95,0.1,0.1,0.4,0.4,0.75,0.75,2,2,3,3,3,3
116,choice3,1,0,0,sportuv,regcar,sportuv,truck,sportuv,sportcar,cng,cng,electric,electric,gasoline,gasoline,4.1753448,4.1753448,4.8177056,4.8177056,5.1388859,5.1388859,85,85,95,95,110,110,0.1,0.1,0.4,0.4,0.75,0.75,1,1,2,2,3,3
117,choice3,1,1,0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,1.7673139,1.7673139,1.7673139,1.7673139,2.2722607,2.2722607,55,55,95,95,110,110,0,0,0.4,0.4,0.75,0.75,2,2,3,3,1,1
118,choice5,1,0,0,sportuv,truck,sportuv,sportcar,sportuv,regcar,methanol,methanol,cng,cng,gasoline,gasoline,6.6218936,6.6218936,4.690508,4.690508,5.7941569,5.7941569,65,65,110,110,85,85,0,0,0.1,0.1,0.75,0.75,3,3,1,1,2,2
119,choice3,1,1,1,sportuv,sportcar,sportuv,regcar,sportuv,truck,methanol,methanol,electric,electric,gasoline,gasoline,4.2920479,4.2920479,5.3019416,5.3019416,5.8068884,5.8068884,65,65,140,140,85,85,0,0,0.25,0.25,0.5,0.5,3,3,2,2,3,3
120,choice5,1,0,1,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,3.9704144,3.9704144,4.4667162,4.4667162,2.9778108,2.9778108,85,85,140,140,95,95,0,0,0.4,0.4,0.25,0.25,2,2,3,3,1,1
121,choice5,1,0,0,van,truck,van,regcar,van,stwagon,methanol,methanol,electric,electric,gasoline,gasoline,3.2118037,3.2118037,1.9270822,1.9270822,2.2482626,2.2482626,100,100,95,95,110,110,0,0,0.25,0.25,0.5,0.5,3,3,2,2,3,3
122,choice5,0,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,3.3230888,3.3230888,3.8343333,3.8343333,4.0899555,4.0899555,140,140,85,85,95,95,0.6,0.6,0.25,0.25,0.5,0.5,3,3,2,2,3,3
123,choice6,0,1,0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,4.1386835,4.1386835,3.0350346,3.0350346,3.586859,3.586859,65,65,140,140,85,85,0,0,0.6,0.6,1,1,2,2,3,3,3,3
124,choice5,1,0,1,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,3.2118037,3.2118037,1.9270822,1.9270822,2.2482626,2.2482626,100,100,95,95,110,110,0,0,0.6,0.6,1,1,2,2,3,3,3,3
125,choice5,0,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,4.1386835,4.1386835,4.4145957,4.4145957,3.0350346,3.0350346,110,110,140,140,85,85,0.25,0.25,0.6,0.6,1,1,3,3,3,3,2,2
126,choice6,0,0,1,truck,stwagon,truck,regcar,truck,van,methanol,methanol,electric,electric,gasoline,gasoline,1.6554734,1.6554734,0.96569282,0.96569282,1.241605,1.241605,100,100,95,95,110,110,0,0,0.25,0.25,0.5,0.5,3,3,1,1,2,2
127,choice5,1,0,0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,8.9467777,8.9467777,7.1574221,7.1574221,8.179911,8.179911,85,85,85,85,95,95,0,0,0.25,0.25,0.5,0.5,3,3,2,2,3,3
128,choice5,1,0,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,5.4600663,5.4600663,3.5329841,3.5329841,4.1753448,4.1753448,55,55,95,95,110,110,0,0,0.1,0.1,0.4,0.4,2,2,0,0,1,1
129,choice5,0,0,1,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,3.3109468,3.3109468,4.1386835,4.1386835,4.4145957,4.4145957,85,85,85,85,95,95,0,0,0.25,0.25,0.5,0.5,3,3,2,2,3,3
130,choice4,0,1,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,5.1388859,5.1388859,3.5329841,3.5329841,4.1753448,4.1753448,140,140,85,85,95,95,0.25,0.25,0.6,0.6,1,1,3,3,3,3,2,2
131,choice5,1,1,0,truck,regcar,truck,van,truck,stwagon,cng,cng,electric,electric,gasoline,gasoline,1.3795612,1.3795612,0.8277367,0.8277367,0.96569282,0.96569282,110,110,140,140,85,85,0.25,0.25,0.6,0.6,1,1,2,2,3,3,1,1
132,choice6,0,1,1,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,4.8177056,4.8177056,3.5329841,3.5329841,4.1753448,4.1753448,65,65,140,140,85,85,0,0,0.75,0.75,0.25,0.25,3,3,3,3,2,2
133,choice3,1,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,2.7772075,2.7772075,3.2821543,3.2821543,3.7871011,3.7871011,85,85,95,95,110,110,0.1,0.1,0.4,0.4,0.75,0.75,2,2,3,3,3,3
134,choice1,1,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,4.2490015,4.2490015,4.6962648,4.6962648,5.1435281,5.1435281,85,85,95,95,110,110,0.6,0.6,0.25,0.25,0.5,0.5,3,3,2,2,3,3
135,choice1,0,0,1,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,0.96354111,0.96354111,1.4453117,1.4453117,1.6059019,1.6059019,100,100,95,95,110,110,0,0,0.75,0.75,0.25,0.25,3,3,3,3,2,2
136,choice1,1,0,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,3.0674666,3.0674666,3.3230888,3.3230888,3.8343333,3.8343333,100,100,85,85,95,95,0,0,0.6,0.6,0.25,0.25,3,3,3,3,2,2
137,choice5,1,0,0,truck,regcar,truck,van,truck,stwagon,cng,cng,electric,electric,gasoline,gasoline,1.6554734,1.6554734,1.9313856,1.9313856,2.4832101,2.4832101,110,110,140,140,85,85,0.4,0.4,0.75,0.75,0.25,0.25,2,2,3,3,1,1
138,choice5,1,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,4.8177056,4.8177056,5.1388859,5.1388859,3.5329841,3.5329841,85,85,95,95,110,110,0.25,0.25,0.6,0.6,1,1,3,3,3,3,2,2
139,choice2,1,1,0,truck,regcar,truck,van,truck,stwagon,methanol,methanol,cng,cng,electric,electric,4.8568222,4.8568222,5.3680666,5.3680666,5.879311,5.879311,55,55,95,95,110,110,0,0,0.25,0.25,0.6,0.6,2,2,3,3,3,3
140,choice5,1,0,1,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,6.9851422,6.9851422,4.9893873,4.9893873,6.3864157,6.3864157,100,100,85,85,110,110,0,0,0.4,0.4,0.25,0.25,3,3,3,3,2,2
141,choice3,1,0,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,7.8271081,7.8271081,5.5907915,5.5907915,6.2616864,6.2616864,65,65,110,110,140,140,0,0,0.4,0.4,0.75,0.75,3,3,3,3,2,2
142,choice5,0,0,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,3.5346277,3.5346277,3.7871011,3.7871011,4.0395745,4.0395745,85,85,140,140,85,85,0,0,0.1,0.1,0.4,0.4,3,3,2,2,3,3
143,choice4,0,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,7.444527,7.444527,7.9408288,7.9408288,5.4593198,5.4593198,95,95,110,110,140,140,0.1,0.1,0.4,0.4,0.75,0.75,1,1,2,2,3,3
144,choice5,1,0,0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,6.6474719,6.6474719,7.5971108,7.5971108,8.3093399,8.3093399,85,85,140,140,85,85,0,0,0.6,0.6,0.25,0.25,3,3,3,3,2,2
145,choice3,0,0,1,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,2.9778108,2.9778108,1.4889054,1.4889054,2.2333581,2.2333581,100,100,85,85,110,110,0,0,0.1,0.1,0.75,0.75,2,2,0,0,1,1
146,choice3,1,1,1,stwagon,regcar,stwagon,truck,stwagon,van,methanol,methanol,cng,cng,electric,electric,2.8118444,2.8118444,1.5337333,1.5337333,1.7893555,1.7893555,55,55,95,95,110,110,0,0,0.25,0.25,0.6,0.6,2,2,3,3,3,3
147,choice6,0,1,1,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,1.2847215,1.2847215,1.6059019,1.6059019,0.96354111,0.96354111,65,65,140,140,85,85,0,0,0.75,0.75,0.25,0.25,3,3,3,3,2,2
148,choice3,0,1,1,van,stwagon,van,truck,van,regcar,methanol,methanol,cng,cng,gasoline,gasoline,3.5329841,3.5329841,1.9270822,1.9270822,2.8906233,2.8906233,85,85,140,140,95,95,0,0,0.4,0.4,0.25,0.25,3,3,3,3,2,2
149,choice5,0,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,3.5611457,3.5611457,3.7985554,3.7985554,2.6115068,2.6115068,85,85,95,95,110,110,0.6,0.6,0.25,0.25,0.5,0.5,3,3,2,2,3,3
