,choice,college,hsg2,coml5,type1,type2,type3,type4,type5,type6,fuel1,fuel2,fuel3,fuel4,fuel5,fuel6,price1,price2,price3,price4,price5,price6,speed1,speed2,speed3,speed4,speed5,speed6,pollution1,pollution2,pollution3,pollution4,pollution5,pollution6,size1,size2,size3,size4,size5,size6
150,choice3,1,1,0,sportuv,truck,sportuv,sportcar,sportuv,regcar,methanol,methanol,cng,cng,gasoline,gasoline,2.569443,2.569443,2.8906233,2.8906233,1.9270822,1.9270822,85,85,140,140,95,95,0,0,0.4,0.4,0.25,0.25,2,2,3,3,1,1
151,choice5,1,0,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,4.690508,4.690508,3.0350346,3.0350346,3.586859,3.586859,100,100,85,85,95,95,0,0,0.25,0.25,0.6,0.6,1,1,2,2,3,3
152,choice1,1,0,1,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,6.0593618,6.0593618,4.2920479,4.2920479,5.3019416,5.3019416,85,85,140,140,95,95,0,0,0.25,0.25,1,1,1,1,2,2,3,3
153,choice5,1,0,1,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,4.4965252,4.4965252,4.8177056,4.8177056,3.5329841,3.5329841,100,100,85,85,110,110,0,0,0.4,0.4,0.25,0.25,2,2,3,3,1,1
154,choice3,1,0,0,sportcar,regcar,sportcar,truck,sportcar,sportuv,cng,cng,electric,electric,gasoline,gasoline,4.690508,4.690508,5.2423324,5.2423324,5.7941569,5.7941569,140,140,85,85,95,95,0.6,0.6,0.25,0.25,0.5,0.5,2,2,0,0,1,1
155,choice4,1,1,0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,3.5329841,3.5329841,2.2482626,2.2482626,2.8906233,2.8906233,85,85,85,85,95,95,0,0,0.25,0.25,0.5,0.5,3,3,1,1,2,2
156,choice3,1,1,0,van,regcar,van,stwagon,van,truck,methanol,methanol,cng,cng,electric,electric,6.0593618,6.0593618,4.2920479,4.2920479,4.7969948,4.7969948,55,55,95,95,110,110,0,0,0.6,0.6,0.25,0.25,3,3,3,3,2,2
157,choice3,1,1,0,van,regcar,van,stwagon,van,truck,cng,cng,electric,electric,gasoline,gasoline,3.7871011,3.7871011,4.0395745,4.0395745,2.7772075,2.7772075,95,95,110,110,140,140,0.25,0.25,0.6,0.6,1,1,3,3,3,3,2,2
158,choice5,1,0,1,truck,van,truck,stwagon,truck,regcar,methanol,methanol,cng,cng,gasoline,gasoline,3.5329841,3.5329841,1.9270822,1.9270822,2.8906233,2.8906233,100,100,85,85,110,110,0,0,0.4,0.4,0.25,0.25,2,2,3,3,1,1
159,choice1,1,1,0,van,regcar,van,stwagon,van,truck,cng,cng,electric,electric,gasoline,gasoline,3.8017382,3.8017382,4.2490015,4.2490015,4.6962648,4.6962648,85,85,95,95,110,110,0.6,0.6,0.25,0.25,0.5,0.5,3,3,2,2,3,3
160,choice1,0,0,0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,17.370563,17.370563,13.89645,13.89645,15.881658,15.881658,100,100,95,95,110,110,0,0,0.4,0.4,0.75,0.75,1,1,2,2,3,3
161,choice3,1,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,1.7673139,1.7673139,2.2722607,2.2722607,2.5247341,2.5247341,85,85,95,95,110,110,0.1,0.1,0.4,0.4,0.75,0.75,2,2,3,3,3,3
162,choice4,1,0,0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,4.5107845,4.5107845,5.4604234,5.4604234,4.0359651,4.0359651,85,85,85,85,95,95,0,0,0.25,0.25,0.5,0.5,3,3,2,2,3,3
163,choice3,1,0,1,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,2.8118444,2.8118444,1.7893555,1.7893555,2.3006,2.3006,85,85,85,85,95,95,0,0,0.4,0.4,0.75,0.75,2,2,3,3,3,3
164,choice3,1,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,3.7985554,3.7985554,2.6115068,2.6115068,3.0863263,3.0863263,95,95,110,110,140,140,0.4,0.4,0.75,0.75,0.25,0.25,2,2,3,3,1,1
165,choice5,0,1,1,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,6.102427,6.102427,7.3871485,7.3871485,5.4600663,5.4600663,100,100,95,95,110,110,0,0,0.25,0.25,0.5,0.5,3,3,2,2,3,3
166,choice2,1,1,0,sportuv,truck,sportuv,sportcar,sportuv,regcar,methanol,methanol,cng,cng,gasoline,gasoline,3.0350346,3.0350346,1.6554734,1.6554734,2.4832101,2.4832101,85,85,140,140,95,95,0,0,0.4,0.4,0.25,0.25,3,3,3,3,2,2
167,choice5,1,0,0,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,3.0674666,3.0674666,3.3230888,3.3230888,4.0899555,4.0899555,65,65,110,110,85,85,0,0,0.6,0.6,0.5,0.5,3,3,2,2,3,3
168,choice1,1,0,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,4.1386835,4.1386835,4.4145957,4.4145957,3.0350346,3.0350346,100,100,85,85,95,95,0,0,0.4,0.4,0.75,0.75,3,3,3,3,2,2
169,choice4,0,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,3.5329841,3.5329841,4.1753448,4.1753448,4.8177056,4.8177056,85,85,95,95,110,110,0.1,0.1,0.4,0.4,0.75,0.75,2,2,3,3,3,3
170,choice5,1,1,0,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,4.4965252,4.4965252,4.8177056,4.8177056,3.5329841,3.5329841,65,65,110,110,85,85,0,0,0.1,0.1,0.75,0.75,3,3,1,1,2,2
171,choice1,1,1,0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,4.3455777,4.3455777,4.8568222,4.8568222,5.3680666,5.3680666,55,55,95,95,110,110,0,0,0.1,0.1,0.4,0.4,3,3,1,1,2,2
172,choice1,0,0,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,8.179911,8.179911,8.9467777,8.9467777,6.3905555,6.3905555,55,55,95,95,110,110,0,0,0.1,0.1,0.4,0.4,3,3,2,2,3,3
173,choice3,1,0,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,5.4600663,5.4600663,3.5329841,3.5329841,4.1753448,4.1753448,100,100,85,85,95,95,0,0,0.4,0.4,0.75,0.75,3,3,3,3,2,2
174,choice6,1,0,0,sportcar,regcar,sportcar,truck,sportcar,sportuv,cng,cng,electric,electric,gasoline,gasoline,4.7969948,4.7969948,5.3019416,5.3019416,5.8068884,5.8068884,110,110,140,140,85,85,0.4,0.4,0.75,0.75,0.25,0.25,1,1,2,2,2,2
175,choice1,1,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,4.690508,4.690508,5.2423324,5.2423324,5.7941569,5.7941569,140,140,85,85,95,95,0.6,0.6,0.25,0.25,0.5,0.5,3,3,2,2,3,3
176,choice3,0,0,1,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,1.2847215,1.2847215,1.6059019,1.6059019,0.96354111,0.96354111,65,65,140,140,85,85,0,0,0.75,0.75,0.25,0.25,1,1,2,2,0,0
177,choice3,0,0,1,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,7.7083289,7.7083289,6.102427,6.102427,6.7447878,6.7447878,55,55,110,110,140,140,0,0,0.6,0.6,1,1,0,0,1,1,2,2
178,choice3,1,0,1,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,4.690508,4.690508,3.586859,3.586859,4.1386835,4.1386835,65,65,140,140,85,85,0,0,0.75,0.75,0.25,0.25,3,3,3,3,2,2
179,choice3,1,0,0,sportuv,truck,sportuv,sportcar,sportuv,regcar,methanol,methanol,cng,cng,gasoline,gasoline,7.444527,7.444527,7.9408288,7.9408288,6.4519234,6.4519234,100,100,85,85,110,110,0,0,0.4,0.4,0.25,0.25,3,3,3,3,2,2
180,choice5,0,0,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,3.2118037,3.2118037,3.2118037,3.2118037,1.9270822,1.9270822,100,100,85,85,95,95,0,0,0.4,0.4,0.75,0.75,3,3,3,3,2,2
181,choice1,1,1,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,2.5247341,2.5247341,1.5148404,1.5148404,1.7673139,1.7673139,85,85,95,95,110,110,0.6,0.6,0.25,0.25,0.5,0.5,3,3,2,2,3,3
182,choice5,1,0,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,4.690508,4.690508,3.0350346,3.0350346,3.586859,3.586859,65,65,110,110,140,140,0,0,0.1,0.1,0.4,0.4,3,3,2,2,3,3
183,choice5,0,0,1,van,stwagon,van,truck,van,regcar,methanol,methanol,cng,cng,gasoline,gasoline,3.0674666,3.0674666,3.3230888,3.3230888,4.0899555,4.0899555,55,55,95,95,140,140,0,0,0.1,0.1,0.75,0.75,3,3,2,2,3,3
184,choice5,0,1,0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,6.6218936,6.6218936,5.2423324,5.2423324,5.7941569,5.7941569,100,100,95,95,110,110,0,0,0.6,0.6,1,1,1,1,2,2,3,3
185,choice1,1,0,0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,4.2920479,4.2920479,2.7772075,2.7772075,3.2821543,3.2821543,85,85,140,140,85,85,0,0,0.4,0.4,0.75,0.75,3,3,3,3,2,2
186,choice3,1,0,0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,4.4965252,4.4965252,4.8177056,4.8177056,5.1388859,5.1388859,85,85,140,140,85,85,0,0,0.1,0.1,0.4,0.4,3,3,2,2,3,3
187,choice5,0,1,1,van,truck,van,regcar,van,stwagon,methanol,methanol,electric,electric,gasoline,gasoline,4.690508,4.690508,3.586859,3.586859,4.1386835,4.1386835,100,100,95,95,110,110,0,0,0.4,0.4,0.75,0.75,2,2,3,3,3,3
188,choice1,0,0,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,3.0674666,3.0674666,3.3230888,3.3230888,3.8343333,3.8343333,55,55,95,95,110,110,0,0,0.6,0.6,0.25,0.25,3,3,3,3,2,2
189,choice4,0,0,0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,6.6218936,6.6218936,4.690508,4.690508,5.2423324,5.2423324,55,55,95,95,110,110,0,0,0.1,0.1,0.4,0.4,3,3,2,2,3,3
190,choice5,0,0,0,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,3.1308432,3.1308432,3.3544749,3.3544749,2.4599482,2.4599482,55,55,95,95,140,140,0,0,0.1,0.1,0.75,0.75,3,3,2,2,3,3
191,choice3,1,0,1,truck,stwagon,truck,regcar,truck,van,methanol,methanol,electric,electric,gasoline,gasoline,4.2920479,4.2920479,5.3019416,5.3019416,5.8068884,5.8068884,55,55,110,110,140,140,0,0,0.6,0.6,1,1,1,1,2,2,3,3
192,choice4,1,0,0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,3.5329841,3.5329841,2.2482626,2.2482626,2.8906233,2.8906233,65,65,140,140,85,85,0,0,0.75,0.75,0.25,0.25,3,3,3,3,2,2
193,choice2,1,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,2.5247341,2.5247341,1.5148404,1.5148404,1.7673139,1.7673139,95,95,110,110,140,140,0.4,0.4,0.75,0.75,0.25,0.25,3,3,3,3,2,2
194,choice1,0,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,2.9778108,2.9778108,3.4741126,3.4741126,4.4667162,4.4667162,110,110,140,140,85,85,0.25,0.25,0.6,0.6,1,1,3,3,3,3,2,2
195,choice1,0,1,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,8.0791491,8.0791491,8.8365693,8.8365693,6.3118352,6.3118352,95,95,110,110,140,140,0.4,0.4,0.75,0.75,0.25,0.25,2,2,3,3,1,1
196,choice4,1,0,0,truck,stwagon,truck,regcar,truck,van,methanol,methanol,electric,electric,gasoline,gasoline,4.1386835,4.1386835,3.0350346,3.0350346,3.586859,3.586859,65,65,140,140,85,85,0,0,0.6,0.6,1,1,2,2,3,3,3,3
197,choice1,1,0,0,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,1.9852072,1.9852072,2.2333581,2.2333581,1.4889054,1.4889054,100,100,85,85,110,110,0,0,0.4,0.4,0.25,0.25,2,2,3,3,1,1
198,choice1,1,0,0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,1.9270822,1.9270822,1.1241313,1.1241313,1.4453117,1.4453117,100,100,95,95,110,110,0,0,0.4,0.4,0.75,0.75,2,2,3,3,3,3
199,choice2,0,1,1,sportuv,regcar,sportuv,truck,sportuv,sportcar,methanol,methanol,cng,cng,electric,electric,1.9270822,1.9270822,0.96354111,0.96354111,1.1241313,1.1241313,100,100,85,85,95,95,0,0,0.25,0.25,0.6,0.6,2,2,3,3,3,3
200,choice5,1,0,1,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,3.5787111,3.5787111,3.8343333,3.8343333,2.8118444,2.8118444,100,100,85,85,110,110,0,0,0.25,0.25,1,1,2,2,3,3,3,3
201,choice3,1,0,1,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,3.5787111,3.5787111,4.0899555,4.0899555,2.8118444,2.8118444,65,65,140,140,85,85,0,0,0.75,0.75,0.25,0.25,1,1,2,2,0,0
202,choice3,1,0,0,truck,stwagon,truck,regcar,truck,van,methanol,methanol,electric,electric,gasoline,gasoline,4.2920479,4.2920479,3.2821543,3.2821543,3.7871011,3.7871011,65,65,140,140,85,85,0,0,0.75,0.75,0.25,0.25,3,3,3,3,2,2
203,choice1,1,0,0,van,regcar,van,stwagon,van,truck,cng,cng,electric,electric,gasoline,gasoline,4.4145957,4.4145957,3.0350346,3.0350346,3.586859,3.586859,95,95,110,110,140,140,0.4,0.4,0.75,0.75,0.25,0.25,3,3,3,3,2,2
204,choice5,1,1,0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,3.5329841,3.5329841,2.2482626,2.2482626,2.8906233,2.8906233,100,100,95,95,110,110,0,0,0.4,0.4,0.75,0.75,2,2,3,3,3,3
205,choice5,1,1,0,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,6.9482252,6.9482252,7.444527,7.444527,5.4593198,5.4593198,55,55,95,95,140,140,0,0,0.6,0.6,0.5,0.5,3,3,2,2,3,3
206,choice5,1,1,0,van,stwagon,van,truck,van,regcar,methanol,methanol,cng,cng,gasoline,gasoline,4.2920479,4.2920479,2.7772075,2.7772075,3.7871011,3.7871011,65,65,110,110,85,85,0,0,0.6,0.6,0.5,0.5,3,3,2,2,3,3
207,choice5,1,1,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,3.8017382,3.8017382,4.2490015,4.2490015,4.6962648,4.6962648,85,85,140,140,85,85,0,0,0.4,0.4,0.75,0.75,3,3,3,3,2,2
208,choice3,1,0,1,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,4.8177056,4.8177056,3.5329841,3.5329841,4.1753448,4.1753448,55,55,110,110,140,140,0,0,0.6,0.6,1,1,2,2,3,3,3,3
209,choice5,1,0,1,truck,stwagon,truck,regcar,truck,van,methanol,methanol,electric,electric,gasoline,gasoline,1.8992777,1.8992777,2.3740971,2.3740971,1.4244583,1.4244583,65,65,140,140,85,85,0,0,0.6,0.6,1,1,1,1,2,2,3,3
210,choice5,1,1,0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,4.3455777,4.3455777,3.3230888,3.3230888,3.8343333,3.8343333,100,100,95,95,110,110,0,0,0.25,0.25,0.5,0.5,3,3,2,2,3,3
211,choice6,1,1,0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,1.8992777,1.8992777,2.1366874,2.1366874,2.3740971,2.3740971,85,85,140,140,85,85,0,0,0.4,0.4,0.75,0.75,3,3,3,3,2,2
212,choice1,1,1,0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,3.0674666,3.0674666,3.3230888,3.3230888,3.8343333,3.8343333,55,55,95,95,110,110,0,0,0.6,0.6,0.25,0.25,3,3,3,3,2,2
213,choice3,1,0,0,sportcar,sportuv,sportcar,regcar,sportcar,truck,methanol,methanol,electric,electric,gasoline,gasoline,6.3864157,6.3864157,4.9893873,4.9893873,5.5881138,5.5881138,100,100,95,95,110,110,0,0,0.4,0.4,0.75,0.75,0,0,1,1,2,2
214,choice1,1,0,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,4.8568222,4.8568222,5.3680666,5.3680666,5.879311,5.879311,55,55,95,95,110,110,0,0,0.1,0.1,0.4,0.4,3,3,2,2,3,3
215,choice2,0,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,5.4593198,5.4593198,6.4519234,6.4519234,7.444527,7.444527,110,110,140,140,85,85,0.25,0.25,0.6,0.6,1,1,3,3,3,3,2,2
216,choice5,1,1,0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,3.4741126,3.4741126,3.4741126,3.4741126,4.4667162,4.4667162,55,55,95,95,110,110,0,0,0.6,0.6,0.25,0.25,3,3,3,3,2,2
217,choice5,0,1,0,van,regcar,van,stwagon,van,truck,cng,cng,electric,electric,gasoline,gasoline,6.7447878,6.7447878,7.3871485,7.3871485,5.4600663,5.4600663,85,85,95,95,110,110,0.6,0.6,0.25,0.25,0.5,0.5,3,3,2,2,3,3
218,choice5,0,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,3.2118037,3.2118037,1.9270822,1.9270822,2.2482626,2.2482626,85,85,95,95,110,110,0.6,0.6,0.25,0.25,0.5,0.5,3,3,2,2,3,3
219,choice4,0,0,0,truck,regcar,truck,van,truck,stwagon,methanol,methanol,cng,cng,electric,electric,6.102427,6.102427,6.7447878,6.7447878,7.3871485,7.3871485,85,85,140,140,85,85,0,0,0.25,0.25,0.6,0.6,1,1,2,2,3,3
220,choice1,1,0,1,truck,van,truck,stwagon,truck,regcar,methanol,methanol,cng,cng,gasoline,gasoline,3.8017382,3.8017382,2.4599482,2.4599482,3.3544749,3.3544749,65,65,110,110,85,85,0,0,0.1,0.1,0.75,0.75,3,3,1,1,2,2
221,choice4,1,0,1,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,3.5787111,3.5787111,4.0899555,4.0899555,2.8118444,2.8118444,85,85,85,85,95,95,0,0,0.4,0.4,0.75,0.75,2,2,3,3,3,3
222,choice3,1,0,1,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,3.8627713,3.8627713,4.4145957,4.4145957,3.0350346,3.0350346,100,100,95,95,110,110,0,0,0.4,0.4,0.75,0.75,2,2,3,3,3,3
223,choice3,0,1,0,sportuv,regcar,sportuv,truck,sportuv,sportcar,cng,cng,electric,electric,gasoline,gasoline,5.7941569,5.7941569,6.3459814,6.3459814,4.690508,4.690508,85,85,95,95,110,110,0.1,0.1,0.4,0.4,0.75,0.75,1,1,2,2,3,3
224,choice4,0,1,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,3.5611457,3.5611457,3.7985554,3.7985554,2.6115068,2.6115068,95,95,110,110,140,140,0.4,0.4,0.75,0.75,0.25,0.25,3,3,3,3,2,2
